nces_id,district_name,state,lea_type,urbanicity,fleet_size,enrollment,median_income,poverty_rate,pct_hispanic,pct_white,pct_black,pm25,is_charter,NCES District ID_x,IS_APPLICANT,Round,IS_ADOPTER,NUM_ADOPTED,Funding Mechanism,IV_Z,NCES District ID_y,School District Prioritized,is_priority,IS_LOTTERY_WINNER,IS_LOTTERY_LOSER
0100630,Cherokee County,AL,1.0,Rural,65.0,3886.0,43475.0,0.15,0.018,0.939,0.054,9.090985367,0,0100630,1,R2 - Grants,0,0,None,0,0100630,Yes,1,0,1
0100660,Chilton County,AL,1.0,Rural,148.0,7858.0,56243.0,0.157,0.08,0.851,0.11,9.505092032,0,,0,,0,0,None,0,,,0,0,0
0100690,Choctaw County,AL,1.0,Rural,49.0,1097.0,38581.0,0.216,0.011,0.574,0.418,8.945013421,0,,0,,0,0,None,0,,,0,0,0
0100720,Clarke County,AL,1.0,Rural,64.0,2171.0,44496.0,0.247,0.015,0.54,0.4529999999999999,9.018934828,0,,0,,0,0,None,0,,,0,0,0
0806900,Adams 12 Five Star Schools,CO,1.0,Suburban,,35747.0,87305.0,0.081,0.316,0.855,0.034,8.731405661,0,0806900,1,R1 - 2022 Rebates,0,0,None,0,0806900,No,0,0,1
0100780,Cleburne County,AL,1.0,Rural,41.0,2507.0,48100.0,0.141,0.027,0.95,0.038,9.098387873,0,,0,,0,0,None,0,,,0,0,0
0100810,Coffee County,AL,1.0,Rural,38.0,2846.0,58810.0,0.158,0.08,0.898,0.081,8.72845026,0,,0,,0,0,None,0,,,0,0,0
0100840,Colbert County,AL,1.0,Rural,52.0,2621.0,56827.0,0.145,0.022,0.857,0.124,7.80064085,0,,0,,0,0,None,0,,,0,0,0
0100870,Conecuh County,AL,1.0,Rural,41.0,1487.0,37986.0,0.13,0.001,0.51,0.483,8.825792596,0,0100870,1,R3 - 2023 Rebates,0,0,None,0,0100870,Yes,1,0,1
0100900,Coosa County,AL,1.0,Rural,45.0,805.0,50013.0,0.111,0.026,0.6809999999999999,0.308,9.288373283,0,,0,,0,0,None,0,,,0,0,0
0100930,Covington County,AL,1.0,Rural,71.0,3040.0,50656.0,0.165,0.016,0.922,0.07,8.62621467,0,,0,,0,0,None,0,,,0,0,0
0100960,Crenshaw County,AL,1.0,Rural,39.0,2240.0,43103.0,0.131,0.008,0.7390000000000001,0.266,8.771533973,0,,0,,0,0,None,0,,,0,0,0
0100990,Cullman City,AL,1.0,Town,11.0,3226.0,53972.0,0.1159999999999999,0.023,0.968,0.013,8.829489162,0,,0,,0,0,None,0,,,0,0,0
0101020,Cullman County,AL,1.0,Rural,147.0,9846.0,52304.0,0.124,0.051,0.962,0.019,8.846676434,0,0101020,1,R1 - 2022 Rebates,0,0,None,0,0101020,Yes,1,0,1
0101050,Dale County,AL,1.0,Rural,70.0,3270.0,49968.0,0.159,0.013,0.852,0.135,8.794216038,0,0101050,1,R1 - 2022 Rebates,0,0,None,0,0101050,Yes,1,0,1
0101080,Daleville City,AL,1.0,Town,19.0,1154.0,53067.0,0.158,0.107,0.698,0.262,8.783643298,0,,0,,0,0,None,0,,,0,0,0
0101110,Dallas County,AL,1.0,Rural,83.0,2488.0,44036.0,0.1989999999999999,0.001,0.391,0.61,9.16990691,0,,0,,0,0,None,0,,,0,0,0
0101140,DeKalb County,AL,1.0,Rural,149.0,8717.0,43865.0,0.201,0.144,0.8859999999999999,0.018,8.691731611,0,0101140,1,R1 - 2022 Rebates,0,0,None,0,0101140,Yes,1,0,1
0101170,Decatur City,AL,1.0,Urban,94.0,8745.0,52539.0,0.152,0.141,0.69,0.242,8.45744151,0,,0,,0,0,None,0,,,0,0,0
0101200,Demopolis City,AL,1.0,Town,8.0,2064.0,40968.0,0.215,0.019,0.515,0.474,9.104996059,0,,0,,0,0,None,0,,,0,0,0
0101230,Dothan City,AL,1.0,Urban,97.0,8254.0,49203.0,0.182,0.036,0.626,0.36,8.800699544,0,,0,,0,0,None,0,,,0,0,0
0101260,Elba City,AL,1.0,Rural,7.0,685.0,44189.0,0.144,0.0,0.664,0.348,8.664976388,0,,0,,0,0,None,0,,,0,0,0
0101290,Elmore County,AL,1.0,Suburban,171.0,11971.0,68589.0,0.104,0.032,0.768,0.221,9.588322841,0,,0,,0,0,None,0,,,0,0,0
0101320,Enterprise City,AL,1.0,Town,93.0,6651.0,63859.0,0.161,0.093,0.73,0.248,8.770264968,0,,0,,0,0,None,0,,,0,0,0
0101350,Escambia County,AL,1.0,Town,100.0,4208.0,36866.0,0.244,0.025,0.652,0.316,8.866141809,0,0101350,1,R1 - 2022 Rebates,0,0,None,0,0101350,Yes,1,0,1
0101380,Etowah County,AL,1.0,Suburban,136.0,8702.0,54432.0,0.1009999999999999,0.027,0.939,0.047,9.199850292,0,,0,,0,0,None,0,,,0,0,0
0101410,Eufaula City,AL,1.0,Town,16.0,6289.0,35127.0,0.297,0.037,0.504,0.4589999999999999,9.053854726,0,,0,,0,0,None,0,,,0,0,0
3906190,Adams County Ohio Valley Local,OH,1.0,Rural,66.0,3546.0,46034.0,0.183,0.011,0.988,0.012,8.085342532,0,3906190,1,,1,4,LOTTERY_WINNER,1,,,0,1,0
0101470,Fayette County,AL,1.0,Rural,42.0,2163.0,44936.0,0.206,0.006,0.851,0.154,8.67838444,0,,0,,0,0,None,0,,,0,0,0
0101530,Florence City,AL,1.0,Urban,40.0,4645.0,40944.0,0.201,0.048,0.778,0.205,7.704373637,0,,0,,0,0,None,0,,,0,0,0
0601710,Adelanto Elementary,CA,1.0,Suburban,52.0,7742.0,67836.0,0.175,0.603,0.615,0.1969999999999999,7.108023182,0,,0,,0,0,None,0,,,0,0,0
0101590,Franklin County,AL,1.0,Rural,67.0,3637.0,43362.0,0.187,0.073,0.937,0.021,7.843136022,0,,0,,0,0,None,0,,,0,0,0
0101620,Gadsden City,AL,1.0,Urban,31.0,4939.0,35776.0,0.272,0.074,0.579,0.396,9.22094032,0,,0,,0,0,None,0,,,0,0,0
0101640,Geneva City,AL,1.0,Town,16.0,1252.0,38125.0,0.305,0.043,0.883,0.09,8.55468309,0,,0,,0,0,None,0,,,0,0,0
0101660,Geneva County,AL,1.0,Rural,40.0,2784.0,47349.0,0.215,0.043,0.86,0.103,8.594745145,0,,0,,0,0,None,0,,,0,0,0
0101680,Greene County,AL,1.0,Rural,21.0,913.0,28826.0,0.3979999999999999,0.026,0.203,0.8140000000000001,9.024375258,0,0101680,1,R1 - 2022 Rebates,0,0,None,0,0101680,Yes,1,0,1
0101690,Guntersville City,AL,1.0,Town,22.0,1851.0,53750.0,0.188,0.024,0.862,0.127,8.639503069,0,,0,,0,0,None,0,,,0,0,0
0101710,Hale County,AL,1.0,Town,42.0,2318.0,32294.0,0.249,0.001,0.4039999999999999,0.6,9.091762379,0,,0,,0,0,None,0,,,0,0,0
0101720,Haleyville City,AL,1.0,Rural,9.0,1644.0,48080.0,0.17,0.08,0.907,0.0289999999999999,8.099479246,0,,0,,0,0,None,0,,,0,0,0
0101730,Hartselle City,AL,1.0,Suburban,30.0,3638.0,60526.0,0.1159999999999999,0.024,0.905,0.073,8.482625187,0,0101730,1,R1 - 2022 Rebates,0,0,None,0,0101730,No,0,0,1
0101740,Henry County,AL,1.0,Town,41.0,2530.0,55870.0,0.144,0.027,0.721,0.27,8.831207241,0,,0,,0,0,None,0,,,0,0,0
0101760,Homewood City,AL,1.0,Suburban,9.0,4371.0,89433.0,0.079,0.067,0.826,0.132,10.35137813,0,,0,,0,0,None,0,,,0,0,0
0101770,Houston County,AL,1.0,Rural,105.0,6883.0,51656.0,0.166,0.035,0.8490000000000001,0.148,8.783569985,0,,0,,0,0,None,0,,,0,0,0
0101800,Huntsville City,AL,1.0,Urban,170.0,23776.0,61024.0,0.146,0.064,0.634,0.3279999999999999,8.332888819,0,0101800,1,R2 - Grants,0,0,None,0,0101800,"Yes, Self-Certified",0,0,1
0101800,Huntsville City,AL,1.0,Urban,170.0,23776.0,61024.0,0.146,0.064,0.634,0.3279999999999999,8.332888819,0,0101800,1,,1,25,LOTTERY_WINNER,1,0101800,"Yes, Self-Certified",0,1,0
0101830,Jackson County,AL,1.0,Rural,98.0,5200.0,43861.0,0.171,0.032,0.939,0.0409999999999999,8.134080027,0,,0,,0,0,None,0,,,0,0,0
0101860,Jacksonville City,AL,1.0,Suburban,19.0,1752.0,41920.0,0.267,0.05,0.7490000000000001,0.218,9.190545471,0,,0,,0,0,None,0,,,0,0,0
0101920,Jefferson County,AL,1.0,Suburban,538.0,35951.0,62050.0,0.134,0.035,0.597,0.385,10.05959649,0,,0,,0,0,None,0,,,0,0,0
0101950,Lamar County,AL,1.0,Rural,64.0,2201.0,43324.0,0.163,0.01,0.885,0.121,8.689060933,0,,0,,0,0,None,0,,,0,0,0
2902910,AFFTON 101,MO,1.0,Suburban,17.0,2608.0,65278.0,0.0579999999999999,0.032,0.92,0.042,8.890439524,0,2902910,1,R1 - 2022 Rebates,0,0,None,0,2902910,No,0,0,1
0102010,Lauderdale County,AL,1.0,Rural,109.0,8080.0,62060.0,0.084,0.015,0.964,0.039,7.599274991,0,,0,,0,0,None,0,,,0,0,0
0102040,Lawrence County,AL,1.0,Rural,139.0,4698.0,51712.0,0.154,0.024,0.8240000000000001,0.115,8.109854034,0,0102040,1,R1 - 2022 Rebates,0,0,None,0,0102040,Yes,1,0,1
0102070,Lee County,AL,1.0,Suburban,188.0,9312.0,58615.0,0.162,0.027,0.772,0.2269999999999999,9.603237154,0,,0,,0,0,None,0,,,0,0,0
0102100,Limestone County,AL,1.0,Town,143.0,15887.0,67195.0,0.124,0.054,0.856,0.124,8.11634822,0,,0,,0,0,None,0,,,0,0,0
0102130,Linden City,AL,1.0,Rural,13.0,434.0,36538.0,0.192,0.053,0.622,0.364,9.078376209,0,,0,,0,0,None,0,,,0,0,0
0102160,Lowndes County,AL,1.0,Rural,46.0,1176.0,31961.0,0.215,0.002,0.251,0.7509999999999999,9.087125799,0,,0,,0,0,None,0,,,0,0,0
0102190,Macon County,AL,1.0,Town,41.0,1790.0,39303.0,0.222,0.005,0.184,0.823,9.375571197,0,,0,,0,0,None,0,,,0,0,0
0102220,Madison County,AL,1.0,Suburban,281.0,20551.0,84116.0,0.069,0.025,0.7879999999999999,0.192,8.227917419,0,,0,,0,0,None,0,,,0,0,0
0102250,Marengo County,AL,1.0,Rural,38.0,953.0,32989.0,0.244,0.024,0.376,0.624,9.062353407,0,,0,,0,0,None,0,,,0,0,0
0102310,Marion County,AL,1.0,Rural,78.0,3329.0,42979.0,0.176,0.024,0.938,0.048,8.205258471,0,,0,,0,0,None,0,,,0,0,0
0102350,Midfield City,AL,1.0,Suburban,11.0,1045.0,46929.0,0.201,0.037,0.121,0.8640000000000001,10.23734635,0,,0,,0,0,None,0,,,0,0,0
0102370,Mobile County,AL,1.0,Urban,765.0,51979.0,50687.0,0.179,0.031,0.586,0.384,9.24385546,0,0102370,1,R1 - 2022 Rebates,0,0,None,0,0102370,Yes,1,0,1
0102400,Monroe County,AL,1.0,Rural,66.0,3077.0,32631.0,0.222,0.004,0.557,0.432,8.907907432,0,,0,,0,0,None,0,,,0,0,0
0400450,Agua Fria Union High School District (4289),AZ,1.0,Suburban,54.0,9632.0,86202.0,0.084,0.389,0.802,0.084,7.10196344,0,0400450,1,,1,6,COMPETITIVE_R2,0,,,0,0,1
0102480,Morgan County,AL,1.0,Rural,136.0,7691.0,60970.0,0.148,0.043,0.932,0.039,8.471491753,0,,0,,0,0,None,0,,,0,0,0
0102490,Mountain Brook City,AL,1.0,Suburban,7.0,4409.0,150268.0,0.04,0.002,0.984,0.004,10.2722528,0,,0,,0,0,None,0,,,0,0,0
0102520,Muscle Shoals City,AL,1.0,Urban,12.0,2896.0,61772.0,0.054,0.047,0.833,0.122,7.829769075,0,,0,,0,0,None,0,,,0,0,0
0102550,Oneonta City,AL,1.0,Rural,16.0,1403.0,40391.0,0.1639999999999999,0.129,0.919,0.049,9.169714009,0,,0,,0,0,None,0,,,0,0,0
0102580,Opelika City,AL,1.0,Urban,46.0,5048.0,51074.0,0.172,0.063,0.589,0.387,9.543778824,0,,0,,0,0,None,0,,,0,0,0
0102610,Opp City,AL,1.0,Rural,15.0,1329.0,40372.0,0.1689999999999999,0.009,0.799,0.1989999999999999,8.584916375,0,,0,,0,0,None,0,,,0,0,0
0102635,Oxford City,AL,1.0,Urban,66.0,4203.0,60401.0,0.14,0.066,0.752,0.201,9.233567885,0,,0,,0,0,None,0,,,0,0,0
0102640,Ozark City,AL,1.0,Town,48.0,2054.0,44007.0,0.192,0.067,0.6579999999999999,0.299,8.791378526,0,,0,,0,0,None,0,,,0,0,0
0102650,Pell City,AL,1.0,Town,59.0,4157.0,60897.0,0.1369999999999999,0.01,0.892,0.09,9.551563912,0,0102650,1,R1 - 2022 Rebates,0,0,None,0,0102650,No,0,0,1
0102670,Perry County,AL,1.0,Rural,35.0,935.0,27057.0,0.357,0.01,0.296,0.7020000000000001,9.09130266,0,,0,,0,0,None,0,,,0,0,0
0102700,Phenix City,AL,1.0,Suburban,88.0,7218.0,43296.0,0.264,0.0579999999999999,0.479,0.49,9.757029439,0,,0,,0,0,None,0,,,0,0,0
0102730,Pickens County,AL,1.0,Rural,63.0,2373.0,43389.0,0.2269999999999999,0.052,0.585,0.414,8.952421725,0,,0,,0,0,None,0,,,0,0,0
0102760,Piedmont City,AL,1.0,Town,,1131.0,45471.0,0.176,0.051,0.898,0.103,9.122129942,0,,0,,0,0,None,0,,,0,0,0
0102790,Pike County,AL,1.0,Rural,47.0,2155.0,43424.0,0.201,0.045,0.644,0.357,8.882770676,0,,0,,0,0,None,0,,,0,0,0
0102820,Randolph County,AL,1.0,Rural,48.0,2090.0,49733.0,0.175,0.035,0.892,0.11,9.091855018,0,,0,,0,0,None,0,,,0,0,0
0102850,Roanoke City,AL,1.0,Town,11.0,1447.0,38731.0,0.206,0.012,0.534,0.48,9.158575714,0,,0,,0,0,None,0,,,0,0,0
0102880,Russell County,AL,1.0,Rural,80.0,3695.0,53091.0,0.13,0.06,0.6,0.397,9.654772953,0,,0,,0,0,None,0,,,0,0,0
0102910,Russellville City,AL,1.0,Town,29.0,2614.0,43829.0,0.1689999999999999,0.3989999999999999,0.544,0.098,7.81545496,0,,0,,0,0,None,0,,,0,0,0
0102940,Scottsboro City,AL,1.0,Town,34.0,2416.0,43672.0,0.188,0.031,0.931,0.0409999999999999,8.180870401,0,,0,,0,0,None,0,,,0,0,0
1903220,Akron Westfield Comm School District,IA,1.0,Rural,10.0,608.0,64886.0,0.074,0.047,0.97,0.005,6.293821779,0,1903220,1,R1 - 2022 Rebates,0,0,None,0,1903220,Yes,1,0,1
0103000,Sheffield City,AL,1.0,Suburban,5.0,1043.0,36642.0,0.256,0.013,0.7020000000000001,0.287,7.831053262,0,0103000,1,R1 - 2022 Rebates,0,0,None,0,0103000,Yes,1,0,1
0103030,Shelby County,AL,1.0,Suburban,372.0,21179.0,79201.0,0.0819999999999999,0.042,0.8370000000000001,0.134,10.00269437,0,,0,,0,0,None,0,,,0,0,0
0103062,St Clair County,AL,1.0,Rural,141.0,9747.0,65011.0,0.118,0.033,0.88,0.106,9.501644455,0,,0,,0,0,None,0,,,0,0,0
0103090,Sumter County,AL,1.0,Rural,43.0,1006.0,27099.0,0.316,0.012,0.262,0.721,9.076680814,0,,0,,0,0,None,0,,,0,0,0
0103120,Sylacauga City,AL,1.0,Town,22.0,2125.0,41864.0,0.251,0.018,0.665,0.336,9.392033857,0,,0,,0,0,None,0,,,0,0,0
0103150,Talladega City,AL,1.0,Rural,22.0,1560.0,31795.0,0.268,0.053,0.473,0.529,9.252068013,0,,0,,0,0,None,0,,,0,0,0
0103180,Talladega County,AL,1.0,Rural,129.0,7204.0,48284.0,0.1639999999999999,0.017,0.701,0.294,9.355532576,0,,0,,0,0,None,0,,,0,0,0
0103210,Tallapoosa County,AL,1.0,Rural,57.0,2791.0,53196.0,0.172,0.006,0.752,0.249,9.251158641,0,,0,,0,0,None,0,,,0,0,0
0103240,Tallassee City,AL,1.0,Rural,8.0,1536.0,56776.0,0.11,0.016,0.809,0.1889999999999999,9.398947746,0,,0,,0,0,None,0,,,0,0,0
0103270,Tarrant City,AL,1.0,Suburban,13.0,1271.0,36927.0,0.244,0.106,0.356,0.585,10.18769526,0,0103270,1,R2 - Grants,0,0,None,0,0103270,Yes,1,0,1
0103300,Thomasville City,AL,1.0,Town,14.0,1056.0,43310.0,0.0969999999999999,0.011,0.498,0.505,9.025341285,0,,0,,0,0,None,0,,,0,0,0
0103330,Troy City,AL,1.0,Rural,13.0,1763.0,36409.0,0.273,0.005,0.5770000000000001,0.412,8.888837781,0,,0,,0,0,None,0,,,0,0,0
0103360,Tuscaloosa City,AL,1.0,Urban,125.0,11186.0,44500.0,0.2269999999999999,0.044,0.511,0.4529999999999999,9.284018448,0,,0,,0,0,None,0,,,0,0,0
0103390,Tuscaloosa County,AL,1.0,Suburban,247.0,19377.0,65976.0,0.109,0.036,0.753,0.237,9.276826785,0,,0,,0,0,None,0,,,0,0,0
0601770,Alameda Unified,CA,1.0,Suburban,,8830.0,113339.0,0.068,0.124,0.5589999999999999,0.0819999999999999,7.734938006,0,0601770,1,R1 - 2022 Rebates,1,13,COMPETITIVE_R2,0,0601770,No,0,0,1
0601770,Alameda Unified,CA,1.0,Suburban,,8830.0,113339.0,0.068,0.124,0.5589999999999999,0.0819999999999999,7.734938006,0,0601770,1,,1,7,LOTTERY_WINNER,1,0601770,No,0,1,0
0103430,Vestavia Hills City,AL,1.0,Suburban,17.0,7069.0,118539.0,0.038,0.033,0.873,0.067,10.28464736,0,,0,,0,0,None,0,,,0,0,0
0103450,Walker County,AL,1.0,Rural,133.0,7188.0,44803.0,0.171,0.025,0.93,0.062,9.037749662,0,,0,,0,0,None,0,,,0,0,0
0103480,Washington County,AL,1.0,Rural,71.0,2530.0,44512.0,0.1669999999999999,0.011,0.6859999999999999,0.252,8.954494611,0,,0,,0,0,None,0,,,0,0,0
0103510,Wilcox County,AL,1.0,Rural,43.0,1240.0,36385.0,0.2739999999999999,0.005,0.29,0.711,8.980005734,0,0103510,1,R1 - 2022 Rebates,0,0,None,0,0103510,Yes,1,0,1
0103540,Winfield City,AL,1.0,Rural,15.0,1255.0,56333.0,0.1939999999999999,0.03,0.938,0.0279999999999999,8.399099462,0,,0,,0,0,None,0,,,0,0,0
0103580,Winston County,AL,1.0,Rural,71.0,2302.0,45501.0,0.2019999999999999,0.009,0.993,0.008,8.330595954,0,,0,,0,0,None,0,,,0,0,0
0200001,Lower Kuskokwim School District,AK,1.0,Rural,9.0,3970.0,61758.0,0.28,0.023,0.123,0.013,0.0,0,,0,,0,0,None,0,,,0,0,0
0200003,Lower Yukon School District,AK,1.0,Rural,,2035.0,37451.0,0.386,0.011,0.033,0.002,0.0,0,,0,,0,0,None,0,,,0,0,0
0200004,Yupiit School District,AK,1.0,Rural,,471.0,40000.0,0.39,0.0,0.07,0.01,0.0,0,,0,,0,0,None,0,,,0,0,0
0200005,Kashunamiut School District,AK,1.0,Rural,,339.0,37813.0,0.268,0.01,0.2019999999999999,0.012,0.0,0,,0,,0,0,None,0,,,0,0,0
0200007,Aleutians East Borough School District,AK,1.0,Rural,,211.0,72258.0,0.134,0.105,0.248,0.031,0.0,0,,0,,0,0,None,0,,,0,0,0
0200010,Aleutian Region School District,AK,1.0,Rural,,16.0,51750.0,0.103,0.069,0.6629999999999999,0.069,0.0,0,,0,,0,0,None,0,,,0,0,0
0200020,Bering Strait School District,AK,1.0,Rural,,1830.0,49881.0,0.298,0.002,0.099,0.0069999999999999,0.0,0,,0,,0,0,None,0,,,0,0,0
0200030,Bristol Bay Borough School District,AK,1.0,Rural,5.0,121.0,81563.0,0.035,0.128,0.5760000000000001,0.006,0.0,0,,0,,0,0,None,0,,,0,0,0
0200050,Alaska Gateway School District,AK,1.0,Rural,10.0,386.0,43605.0,0.1689999999999999,0.006,0.575,0.0069999999999999,0.0,0,,0,,0,0,None,0,,,0,0,0
0200060,Cordova City School District,AK,1.0,Rural,3.0,340.0,77667.0,0.017,0.051,0.748,0.006,0.0,0,,0,,0,0,None,0,,,0,0,0
0200070,Copper River School District,AK,1.0,Rural,12.0,400.0,67226.0,0.105,0.053,0.7509999999999999,0.001,0.0,0,,0,,0,0,None,0,,,0,0,0
0200090,Craig City School District,AK,1.0,Rural,4.0,668.0,61875.0,0.12,0.055,0.807,0.01,0.0,0,,0,,0,0,None,0,,,0,0,0
0200100,Delta/Greely School District,AK,1.0,Rural,12.0,938.0,77230.0,0.083,0.11,0.905,0.026,0.0,0,,0,,0,0,None,0,,,0,0,0
0200120,Dillingham City School District,AK,1.0,Rural,7.0,420.0,82604.0,0.111,0.063,0.366,0.023,0.0,0,,0,,0,0,None,0,,,0,0,0
0200130,Galena City School District,AK,1.0,Suburban,3.0,7177.0,76250.0,0.16,0.025,0.389,0.0,0.0,0,,0,,0,0,None,0,,,0,0,0
0200150,Ketchikan Gateway Borough School District,AK,1.0,Town,17.0,2074.0,77820.0,0.094,0.057,0.733,0.015,0.0,0,,0,,0,0,None,0,,,0,0,0
0200180,Anchorage School District,AK,1.0,Urban,279.0,43727.0,88871.0,0.091,0.095,0.706,0.0819999999999999,0.0,0,,0,,0,0,None,0,,,0,0,0
0200210,Juneau Borough School District,AK,1.0,Town,42.0,4338.0,90126.0,0.072,0.07,0.778,0.023,0.0,0,,0,,0,0,None,0,,,0,0,0
